"","elementId","lang","labelRole","labelString","href"
"95","ifrs_AdministrativeExpense","en","http://www.xbrl.org/2003/role/terseLabel","6200","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_AdministrativeExpense"
"96","ifrs_AdministrativeExpense","en","http://www.xbrl.org/2003/role/totalLabel","Total administrative expenses","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_AdministrativeExpense"
"97","ifrs_AdministrativeExpense","zh-tw","http://www.xbrl.org/2003/role/totalLabel","管理費用合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_AdministrativeExpense"
"98","ifrs_Assets","en","http://www.xbrl.org/2003/role/terseLabel","1XXX","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_Assets"
"99","ifrs_AssetsAbstract","en","http://www.xbrl.org/2003/role/label","Assets","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_AssetsAbstract"
"100","ifrs_AssetsAbstract","zh-tw","http://www.xbrl.org/2003/role/label","資產","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_AssetsAbstract"
"101","ifrs_BasicEarningsLossPerShare","en","http://www.xbrl.org/2003/role/terseLabel","9750","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShare"
"102","ifrs_BasicEarningsLossPerShare","en","http://www.xbrl.org/2003/role/label","Basic earnings per share","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShare"
"103","ifrs_BasicEarningsLossPerShare","zh-tw","http://www.xbrl.org/2003/role/label","基本每股盈餘","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShare"
"104","ifrs_BasicEarningsLossPerShare","en","http://www.xbrl.org/2003/role/totalLabel","Total basic earnings per share","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShare"
"105","ifrs_BasicEarningsLossPerShare","zh-tw","http://www.xbrl.org/2003/role/totalLabel","基本每股盈餘合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShare"
"106","ifrs_BasicEarningsLossPerShareFromContinuingOperations","en","http://www.xbrl.org/2003/role/terseLabel","9710","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShareFromContinuingOperations"
"107","ifrs_BasicEarningsLossPerShareFromContinuingOperations","zh-tw","http://www.xbrl.org/2003/role/label","繼續營業單位淨利（淨損）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShareFromContinuingOperations"
"108","ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations","en","http://www.xbrl.org/2003/role/terseLabel","9720","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations"
"109","ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations","zh-tw","http://www.xbrl.org/2003/role/label","停業單位淨利（淨損）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations"
"110","ifrs_BasicEarningsPerShareAbstract","zh-tw","http://www.xbrl.org/2003/role/label","基本每股盈餘","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsPerShareAbstract"
"111","ifrs_BasicEarningsPerShareAbstract","en","http://www.xbrl.org/2003/role/label","Basic earnings per share","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_BasicEarningsPerShareAbstract"
"112","ifrs_CashAndCashEquivalents","en","http://www.xbrl.org/2003/role/terseLabel","1100","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashAndCashEquivalents"
"113","ifrs_CashAndCashEquivalents","zh-tw","http://www.xbrl.org/2003/role/totalLabel","現金及約當現金合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashAndCashEquivalents"
"114","ifrs_CashAndCashEquivalentsAbstract","en","http://www.xbrl.org/2003/role/label","Cash and cash equivalents","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashAndCashEquivalentsAbstract"
"115","ifrs_CashAndCashEquivalentsAbstract","zh-tw","http://www.xbrl.org/2003/role/label","現金及約當現金","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashAndCashEquivalentsAbstract"
"116","ifrs_CashFlowsFromUsedInFinancingActivities","en","http://www.xbrl.org/2003/role/terseLabel","CCCC","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashFlowsFromUsedInFinancingActivities"
"117","ifrs_CashFlowsFromUsedInFinancingActivities","zh-tw","http://www.xbrl.org/2003/role/label","籌資活動現金流量","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashFlowsFromUsedInFinancingActivities"
"118","ifrs_CashFlowsFromUsedInInvestingActivities","en","http://www.xbrl.org/2003/role/terseLabel","BBBB","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashFlowsFromUsedInInvestingActivities"
"119","ifrs_CashFlowsFromUsedInInvestingActivities","zh-tw","http://www.xbrl.org/2003/role/label","投資活動現金流量","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashFlowsFromUsedInInvestingActivities"
"120","ifrs_CashFlowsFromUsedInOperatingActivities","en","http://www.xbrl.org/2003/role/terseLabel","AAAA","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashFlowsFromUsedInOperatingActivities"
"121","ifrs_CashFlowsFromUsedInOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/label","營業活動現金流量","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashFlowsFromUsedInOperatingActivities"
"122","ifrs_CashOnHand","en","http://www.xbrl.org/2003/role/terseLabel","1101","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CashOnHand"
"123","ifrs_ComprehensiveIncome","en","http://www.xbrl.org/2003/role/terseLabel","8500","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncome"
"124","ifrs_ComprehensiveIncome","en","http://www.xbrl.org/2003/role/label","Total comprehensive income","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncome"
"125","ifrs_ComprehensiveIncome","zh-tw","http://www.xbrl.org/2003/role/label","本期綜合損益總額","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncome"
"126","ifrs_ComprehensiveIncome","en","http://www.xbrl.org/2003/role/totalLabel","Total comprehensive income","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncome"
"127","ifrs_ComprehensiveIncome","zh-tw","http://www.xbrl.org/2003/role/totalLabel","本期綜合損益總額","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncome"
"128","ifrs_ComprehensiveIncomeAttributableToAbstract","en","http://www.xbrl.org/2003/role/label","Comprehensive income attributable to:","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncomeAttributableToAbstract"
"129","ifrs_ComprehensiveIncomeAttributableToAbstract","zh-tw","http://www.xbrl.org/2003/role/label","綜合損益總額歸屬於：","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncomeAttributableToAbstract"
"130","ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests","en","http://www.xbrl.org/2003/role/terseLabel","8720","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests"
"131","ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests","zh-tw","http://www.xbrl.org/2003/role/label","非控制權益（綜合損益）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests"
"132","ifrs_ComprehensiveIncomeAttributableToOwnersOfParent","en","http://www.xbrl.org/2003/role/terseLabel","8710","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncomeAttributableToOwnersOfParent"
"133","ifrs_ComprehensiveIncomeAttributableToOwnersOfParent","zh-tw","http://www.xbrl.org/2003/role/label","母公司業主（綜合損益）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComprehensiveIncomeAttributableToOwnersOfParent"
"134","ifrs_ComputerSoftware","en","http://www.xbrl.org/2003/role/terseLabel","1801","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComputerSoftware"
"135","ifrs_ComputerSoftware","en","http://www.xbrl.org/2003/role/label","Computer software, net","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComputerSoftware"
"136","ifrs_ComputerSoftware","zh-tw","http://www.xbrl.org/2003/role/label","電腦軟體淨額","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComputerSoftware"
"137","ifrs_ComputerSoftware","en","http://www.xbrl.org/2003/role/totalLabel","Computer software, net","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComputerSoftware"
"138","ifrs_ComputerSoftware","zh-tw","http://www.xbrl.org/2003/role/totalLabel","電腦軟體淨額","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ComputerSoftware"
"139","ifrs_ConstructionInProgress","en","http://www.xbrl.org/2003/role/terseLabel","1324","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ConstructionInProgress"
"140","ifrs_ConstructionInProgress","zh-tw","http://www.xbrl.org/2003/role/label","在建房地","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ConstructionInProgress"
"141","ifrs_CostOfSales","en","http://www.xbrl.org/2003/role/terseLabel","5110","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CostOfSales"
"142","ifrs_CostOfSales","en","http://www.xbrl.org/2003/role/totalLabel","Total cost of sales","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CostOfSales"
"143","ifrs_CostOfSales","zh-tw","http://www.xbrl.org/2003/role/totalLabel","銷貨成本合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CostOfSales"
"144","ifrs_CurrentAssets","en","http://www.xbrl.org/2003/role/terseLabel","11XX","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentAssets"
"145","ifrs_CurrentAssets","zh-tw","http://www.xbrl.org/2003/role/totalLabel","流動資產合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentAssets"
"146","ifrs_CurrentAssetsAbstract","en","http://www.xbrl.org/2003/role/label","Current assets","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentAssetsAbstract"
"147","ifrs_CurrentAssetsAbstract","zh-tw","http://www.xbrl.org/2003/role/label","流動資產","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentAssetsAbstract"
"148","ifrs_CurrentLiabilities","en","http://www.xbrl.org/2003/role/terseLabel","21XX","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentLiabilities"
"149","ifrs_CurrentLiabilities","zh-tw","http://www.xbrl.org/2003/role/totalLabel","流動負債合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentLiabilities"
"150","ifrs_CurrentLiabilitiesAbstract","en","http://www.xbrl.org/2003/role/label","Current liabilities","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentLiabilitiesAbstract"
"151","ifrs_CurrentLiabilitiesAbstract","zh-tw","http://www.xbrl.org/2003/role/label","流動負債","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentLiabilitiesAbstract"
"152","ifrs_CurrentProvisionsForEmployeeBenefits","en","http://www.xbrl.org/2003/role/terseLabel","2251","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentProvisionsForEmployeeBenefits"
"153","ifrs_CurrentProvisionsForEmployeeBenefits","zh-tw","http://www.xbrl.org/2003/role/label","員工福利負債準備－流動","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentProvisionsForEmployeeBenefits"
"154","ifrs_CurrentTaxAssets","en","http://www.xbrl.org/2003/role/terseLabel","1220","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentTaxAssets"
"155","ifrs_CurrentTaxAssets","en","http://www.xbrl.org/2003/role/totalLabel","Total current tax assets","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentTaxAssets"
"156","ifrs_CurrentTaxAssets","zh-tw","http://www.xbrl.org/2003/role/totalLabel","當期所得稅資產合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentTaxAssets"
"157","ifrs_CurrentTaxExpenseIncome","en","http://www.xbrl.org/2003/role/terseLabel","7951","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentTaxExpenseIncome"
"158","ifrs_CurrentTaxExpenseIncome","zh-tw","http://www.xbrl.org/2003/role/label","當期所得稅費用（利益）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentTaxExpenseIncome"
"159","ifrs_CurrentTaxLiabilities","en","http://www.xbrl.org/2003/role/terseLabel","2230","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_CurrentTaxLiabilities"
"160","ifrs_DeferredTaxAssets","en","http://www.xbrl.org/2003/role/terseLabel","1840","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DeferredTaxAssets"
"161","ifrs_DeferredTaxExpenseIncome","en","http://www.xbrl.org/2003/role/terseLabel","7952","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DeferredTaxExpenseIncome"
"162","ifrs_DeferredTaxExpenseIncome","zh-tw","http://www.xbrl.org/2003/role/label","遞延所得稅費用（利益）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DeferredTaxExpenseIncome"
"163","ifrs_DeferredTaxLiabilities","en","http://www.xbrl.org/2003/role/terseLabel","2570","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DeferredTaxLiabilities"
"164","ifrs_DeferredTaxLiabilities","en","http://www.xbrl.org/2003/role/totalLabel","Total deferred tax liabilities","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DeferredTaxLiabilities"
"165","ifrs_DeferredTaxLiabilities","zh-tw","http://www.xbrl.org/2003/role/totalLabel","遞延所得稅負債合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DeferredTaxLiabilities"
"166","ifrs_DilutedEarningsLossPerShare","en","http://www.xbrl.org/2003/role/terseLabel","9850","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShare"
"167","ifrs_DilutedEarningsLossPerShare","en","http://www.xbrl.org/2003/role/label","Diluted earnings per share","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShare"
"168","ifrs_DilutedEarningsLossPerShare","zh-tw","http://www.xbrl.org/2003/role/label","稀釋每股盈餘","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShare"
"169","ifrs_DilutedEarningsLossPerShare","en","http://www.xbrl.org/2003/role/totalLabel","Total diluted earnings per share","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShare"
"170","ifrs_DilutedEarningsLossPerShare","zh-tw","http://www.xbrl.org/2003/role/totalLabel","稀釋每股盈餘合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShare"
"171","ifrs_DilutedEarningsLossPerShareFromContinuingOperations","en","http://www.xbrl.org/2003/role/terseLabel","9810","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShareFromContinuingOperations"
"172","ifrs_DilutedEarningsLossPerShareFromContinuingOperations","zh-tw","http://www.xbrl.org/2003/role/label","繼續營業單位淨利（淨損）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShareFromContinuingOperations"
"173","ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations","en","http://www.xbrl.org/2003/role/terseLabel","9820","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations"
"174","ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations","zh-tw","http://www.xbrl.org/2003/role/label","停業單位淨利（淨損）","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations"
"175","ifrs_DilutedEarningsPerShareAbstract","en","http://www.xbrl.org/2003/role/label","Diluted earnings per share","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsPerShareAbstract"
"176","ifrs_DilutedEarningsPerShareAbstract","zh-tw","http://www.xbrl.org/2003/role/label","稀釋每股盈餘","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_DilutedEarningsPerShareAbstract"
"177","ifrs_Equity","en","http://www.xbrl.org/2003/role/terseLabel","3XXX","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_Equity"
"178","ifrs_EquityAbstract","en","http://www.xbrl.org/2003/role/label","Equity","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_EquityAbstract"
"179","ifrs_EquityAbstract","zh-tw","http://www.xbrl.org/2003/role/label","權益","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_EquityAbstract"
"180","ifrs_EquityAttributableToOwnersOfParent","en","http://www.xbrl.org/2003/role/terseLabel","31XX","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_EquityAttributableToOwnersOfParent"
"181","ifrs_EquityAttributableToOwnersOfParent","en","http://www.xbrl.org/2003/role/totalLabel","Total equity attributable to owners of parent","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_EquityAttributableToOwnersOfParent"
"182","ifrs_EquityAttributableToOwnersOfParent","zh-tw","http://www.xbrl.org/2003/role/totalLabel","歸屬於母公司業主之權益合計","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_EquityAttributableToOwnersOfParent"
"183","ifrs_FinanceCosts","en","http://www.xbrl.org/2003/role/terseLabel","7050","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_FinanceCosts"
"184","ifrs_FinanceCosts","en","http://www.xbrl.org/2003/role/totalLabel","Finance costs, net","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_FinanceCosts"
"185","ifrs_FinanceCosts","zh-tw","http://www.xbrl.org/2003/role/totalLabel","財務成本淨額","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_FinanceCosts"
"186","ifrs_FinishedGoods","en","http://www.xbrl.org/2003/role/terseLabel","1311","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_FinishedGoods"
"187","ifrs_Goodwill","en","http://www.xbrl.org/2003/role/terseLabel","1805","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_Goodwill"
"188","ifrs_ImpairmentLossRecognisedInProfitOrLossBiologicalAssets","en","http://www.xbrl.org/2003/role/terseLabel","7676","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossBiologicalAssets"
"189","ifrs_ImpairmentLossRecognisedInProfitOrLossBiologicalAssets","zh-tw","http://www.xbrl.org/2003/role/label","生物資產減損損失","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossBiologicalAssets"
"190","ifrs_ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill","en","http://www.xbrl.org/2003/role/terseLabel","7675","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill"
"191","ifrs_ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/label","無形資產減損損失","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill"
"192","ifrs_ImpairmentLossRecognisedInProfitOrLossInvestmentProperty","en","http://www.xbrl.org/2003/role/terseLabel","7674","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossInvestmentProperty"
"193","ifrs_ImpairmentLossRecognisedInProfitOrLossInvestmentProperty","zh-tw","http://www.xbrl.org/2003/role/label","投資性不動產減損損失","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossInvestmentProperty"
"194","ifrs_ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment","en","http://www.xbrl.org/2003/role/terseLabel","7673","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment"
"195","ifrs_ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment","zh-tw","http://www.xbrl.org/2003/role/label","不動產、廠房及設備減損損失","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment"
"196","ifrs_ImpairmentLossOnFinancialAssets","en","http://www.xbrl.org/2003/role/terseLabel","7671","../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_ImpairmentLossOnFinancialAssets"
